Department,Hire_Date,Termination_Date,Tenure,Tenure_Distribution
Engineering,2004-06-16,,NULL,"LEGACY TENURE"
Engineering,2015-04-28,2024-10-12,9.4658,"MEDIUM TERM"
Engineering,2013-02-16,,NULL,"LEGACY TENURE"
Engineering,2012-05-24,,NULL,"LEGACY TENURE"
Engineering,2012-11-28,,NULL,"LEGACY TENURE"
Engineering,2013-11-01,,NULL,"LEGACY TENURE"
Engineering,2013-10-20,,NULL,"LEGACY TENURE"
Engineering,2016-01-28,,NULL,"LEGACY TENURE"
Engineering,2015-02-25,2035-04-01,20.1096,"LEGACY TENURE"
Engineering,2006-12-14,,NULL,"LEGACY TENURE"
Engineering,2007-05-19,,NULL,"LEGACY TENURE"
Engineering,2000-12-17,,NULL,"LEGACY TENURE"
Engineering,2000-11-18,,NULL,"LEGACY TENURE"
Engineering,2006-02-07,,NULL,"LEGACY TENURE"
Engineering,2010-05-14,,NULL,"LEGACY TENURE"
Engineering,2010-12-27,,NULL,"LEGACY TENURE"
Engineering,2004-10-02,,NULL,"LEGACY TENURE"
Engineering,2002-10-08,,NULL,"LEGACY TENURE"
Engineering,2015-07-26,,NULL,"LEGACY TENURE"
Engineering,2007-10-28,,NULL,"LEGACY TENURE"
Engineering,2012-09-18,2020-05-03,7.6274,"MEDIUM TERM"
Engineering,2001-05-30,,NULL,"LEGACY TENURE"
Engineering,2006-01-26,,NULL,"LEGACY TENURE"
Engineering,2012-03-05,2032-08-29,20.4986,"LEGACY TENURE"
Engineering,2016-07-04,,NULL,"LEGACY TENURE"
Engineering,2002-02-05,,NULL,"LEGACY TENURE"
Engineering,2017-04-01,,NULL,"LEGACY TENURE"
Engineering,2019-01-02,,NULL,"LEGACY TENURE"
Engineering,2008-06-15,,NULL,"LEGACY TENURE"
Engineering,2005-12-06,,NULL,"LEGACY TENURE"
Engineering,2002-09-13,,NULL,"LEGACY TENURE"
Engineering,2009-10-02,,NULL,"LEGACY TENURE"
Engineering,2018-12-29,,NULL,"LEGACY TENURE"
Engineering,2020-04-17,2036-09-19,16.4356,"LEGACY TENURE"
Engineering,2010-02-21,,NULL,"LEGACY TENURE"
Engineering,2004-12-24,2006-03-23,1.2438,"ENTRY LEVEL"
Engineering,2014-01-04,,NULL,"LEGACY TENURE"
Engineering,2018-04-05,,NULL,"LEGACY TENURE"
Engineering,2013-04-17,,NULL,"LEGACY TENURE"
Engineering,2002-11-17,,NULL,"LEGACY TENURE"
Engineering,2003-04-10,2019-02-28,15.8986,"LEGACY TENURE"
Engineering,2012-11-30,2029-08-23,16.7397,"LEGACY TENURE"
Engineering,2007-04-28,,NULL,"LEGACY TENURE"
Engineering,2019-09-11,,NULL,"LEGACY TENURE"
Engineering,2003-04-22,2016-01-11,12.7315,"LONG TERM"
Engineering,2013-11-29,,NULL,"LEGACY TENURE"
Engineering,2019-09-25,2020-05-07,0.6164,"ENTRY LEVEL"
Engineering,2020-10-04,,NULL,"LEGACY TENURE"
Engineering,2010-02-08,,NULL,"LEGACY TENURE"
Engineering,2011-03-06,,NULL,"LEGACY TENURE"
Engineering,2003-08-11,,NULL,"LEGACY TENURE"
Engineering,2014-01-29,2015-03-13,1.1178,"ENTRY LEVEL"
Engineering,2006-02-11,2009-12-12,3.8356,"MEDIUM TERM"
Engineering,2017-01-28,,NULL,"LEGACY TENURE"
Engineering,2017-04-14,,NULL,"LEGACY TENURE"
Engineering,2002-10-12,2004-09-10,1.9151,"ENTRY LEVEL"
Engineering,2013-05-06,,NULL,"LEGACY TENURE"
Engineering,2008-11-25,,NULL,"LEGACY TENURE"
Engineering,2018-08-26,,NULL,"LEGACY TENURE"
Engineering,2014-03-12,,NULL,"LEGACY TENURE"
Engineering,2020-06-17,2038-10-29,18.3781,"LEGACY TENURE"
Engineering,2019-04-29,,NULL,"LEGACY TENURE"
Engineering,2012-03-07,,NULL,"LEGACY TENURE"
Engineering,2016-11-22,,NULL,"LEGACY TENURE"
Engineering,2014-05-19,,NULL,"LEGACY TENURE"
Engineering,2001-08-19,,NULL,"LEGACY TENURE"
Engineering,2014-09-03,2024-12-03,10.2575,"MEDIUM TERM"
Engineering,2002-12-13,,NULL,"LEGACY TENURE"
Engineering,2006-07-19,2021-04-12,14.7425,"LONG TERM"
Engineering,2001-07-24,2003-08-29,2.0986,"ENTRY LEVEL"
Engineering,2003-01-06,,NULL,"LEGACY TENURE"
Engineering,2014-06-19,,NULL,"LEGACY TENURE"
Engineering,2005-12-18,,NULL,"LEGACY TENURE"
Engineering,2020-01-01,,NULL,"LEGACY TENURE"
Engineering,2012-03-15,,NULL,"LEGACY TENURE"
Engineering,2012-10-19,,NULL,"LEGACY TENURE"
Engineering,2016-04-05,,NULL,"LEGACY TENURE"
Engineering,2010-03-28,,NULL,"LEGACY TENURE"
Engineering,2016-08-01,2031-10-11,15.2027,"LONG TERM"
Engineering,2014-02-16,,NULL,"LEGACY TENURE"
Engineering,2020-02-13,,NULL,"LEGACY TENURE"
Engineering,2018-11-26,,NULL,"LEGACY TENURE"
Engineering,2012-11-13,,NULL,"LEGACY TENURE"
Engineering,2011-07-15,,NULL,"LEGACY TENURE"
Engineering,2016-09-04,,NULL,"LEGACY TENURE"
Engineering,2015-06-18,,NULL,"LEGACY TENURE"
Engineering,2016-07-12,,NULL,"LEGACY TENURE"
Engineering,2006-12-09,,NULL,"LEGACY TENURE"
Engineering,2012-06-17,,NULL,"LEGACY TENURE"
Engineering,2017-04-29,,NULL,"LEGACY TENURE"
Engineering,2003-07-04,,NULL,"LEGACY TENURE"
Engineering,2007-10-22,,NULL,"LEGACY TENURE"
Engineering,2016-01-10,,NULL,"LEGACY TENURE"
Engineering,2017-08-15,,NULL,"LEGACY TENURE"
Engineering,2005-09-21,2019-11-03,14.1260,"LONG TERM"
Engineering,2012-03-31,2024-06-27,12.2493,"LONG TERM"
Engineering,2001-12-30,,NULL,"LEGACY TENURE"
Engineering,2009-12-15,,NULL,"LEGACY TENURE"
Engineering,2001-03-03,,NULL,"LEGACY TENURE"
Engineering,2014-02-08,,NULL,"LEGACY TENURE"
Engineering,2009-07-17,2023-12-19,14.4329,"LONG TERM"
Engineering,2011-01-12,2013-03-16,2.1753,"ENTRY LEVEL"
Engineering,2006-04-02,2008-03-08,1.9342,"ENTRY LEVEL"
Engineering,2016-11-11,,NULL,"LEGACY TENURE"
Engineering,2003-11-25,2015-11-02,11.9452,"LONG TERM"
Engineering,2006-01-12,,NULL,"LEGACY TENURE"
Engineering,2009-01-12,,NULL,"LEGACY TENURE"
Engineering,2014-05-23,,NULL,"LEGACY TENURE"
Engineering,2004-10-18,,NULL,"LEGACY TENURE"
Engineering,2013-09-11,,NULL,"LEGACY TENURE"
Engineering,2003-07-26,,NULL,"LEGACY TENURE"
Engineering,2010-06-11,,NULL,"LEGACY TENURE"
Engineering,2001-11-24,,NULL,"LEGACY TENURE"
Engineering,2004-04-18,2013-01-29,8.7890,"MEDIUM TERM"
Engineering,2000-11-15,,NULL,"LEGACY TENURE"
Engineering,2007-06-15,2013-05-15,5.9205,"MEDIUM TERM"
Engineering,2011-02-19,,NULL,"LEGACY TENURE"
Engineering,2019-02-28,,NULL,"LEGACY TENURE"
Engineering,2003-03-04,,NULL,"LEGACY TENURE"
Engineering,2018-06-03,,NULL,"LEGACY TENURE"
Engineering,2010-01-13,2010-06-26,0.4493,"ENTRY LEVEL"
Engineering,2008-11-08,,NULL,"LEGACY TENURE"
Engineering,2003-06-30,,NULL,"LEGACY TENURE"
Engineering,2015-06-02,,NULL,"LEGACY TENURE"
Engineering,2018-05-07,,NULL,"LEGACY TENURE"
Engineering,2006-06-13,,NULL,"LEGACY TENURE"
Engineering,2001-07-16,,NULL,"LEGACY TENURE"
Engineering,2019-03-28,2030-02-07,10.8740,"LONG TERM"
Engineering,2017-05-14,,NULL,"LEGACY TENURE"
Engineering,2013-10-25,,NULL,"LEGACY TENURE"
Engineering,2016-01-16,,NULL,"LEGACY TENURE"
Engineering,2008-02-05,,NULL,"LEGACY TENURE"
Engineering,2015-11-09,,NULL,"LEGACY TENURE"
Engineering,2013-02-14,,NULL,"LEGACY TENURE"
Engineering,2010-01-06,,NULL,"LEGACY TENURE"
Engineering,2007-09-01,,NULL,"LEGACY TENURE"
Engineering,2017-08-25,,NULL,"LEGACY TENURE"
Engineering,2002-09-14,2008-08-26,5.9534,"MEDIUM TERM"
Engineering,2004-07-08,,NULL,"LEGACY TENURE"
Engineering,2010-10-18,,NULL,"LEGACY TENURE"
Engineering,2007-10-13,,NULL,"LEGACY TENURE"
Engineering,2010-12-31,,NULL,"LEGACY TENURE"
Engineering,2016-12-28,,NULL,"LEGACY TENURE"
Engineering,2001-07-26,2011-02-04,9.5342,"MEDIUM TERM"
Engineering,2011-10-09,,NULL,"LEGACY TENURE"
Engineering,2013-12-18,,NULL,"LEGACY TENURE"
Engineering,2004-05-28,,NULL,"LEGACY TENURE"
Engineering,2006-03-04,,NULL,"LEGACY TENURE"
Engineering,2001-01-21,,NULL,"LEGACY TENURE"
Engineering,2009-04-12,,NULL,"LEGACY TENURE"
Engineering,2015-09-16,,NULL,"LEGACY TENURE"
Engineering,2018-10-28,,NULL,"LEGACY TENURE"
Engineering,2003-10-23,,NULL,"LEGACY TENURE"
Engineering,2005-01-26,,NULL,"LEGACY TENURE"
Engineering,2006-05-29,,NULL,"LEGACY TENURE"
Engineering,2013-02-09,,NULL,"LEGACY TENURE"
Engineering,2013-07-20,,NULL,"LEGACY TENURE"
Engineering,2006-08-03,,NULL,"LEGACY TENURE"
Engineering,2001-11-07,,NULL,"LEGACY TENURE"
Engineering,2014-04-30,,NULL,"LEGACY TENURE"
Engineering,2006-04-22,,NULL,"LEGACY TENURE"
Engineering,2007-04-01,,NULL,"LEGACY TENURE"
Engineering,2006-09-15,,NULL,"LEGACY TENURE"
Engineering,2002-12-27,,NULL,"LEGACY TENURE"
Engineering,2003-06-13,,NULL,"LEGACY TENURE"
Engineering,2006-05-27,2010-09-20,4.3205,"MEDIUM TERM"
Engineering,2015-10-08,,NULL,"LEGACY TENURE"
Engineering,2004-01-02,,NULL,"LEGACY TENURE"
Engineering,2019-12-01,2023-08-09,3.6904,"MEDIUM TERM"
Engineering,2011-12-03,,NULL,"LEGACY TENURE"
Engineering,2001-08-17,,NULL,"LEGACY TENURE"
Engineering,2005-03-06,,NULL,"LEGACY TENURE"
Engineering,2005-06-14,,NULL,"LEGACY TENURE"
Engineering,2014-10-13,,NULL,"LEGACY TENURE"
Engineering,2014-06-11,,NULL,"LEGACY TENURE"
Engineering,2020-02-22,,NULL,"LEGACY TENURE"
Engineering,2012-11-28,,NULL,"LEGACY TENURE"
Engineering,2017-01-17,2018-04-29,1.2795,"ENTRY LEVEL"
Engineering,2009-02-17,2027-07-15,18.4164,"LEGACY TENURE"
Engineering,2005-03-28,,NULL,"LEGACY TENURE"
Engineering,2004-06-14,,NULL,"LEGACY TENURE"
Engineering,2012-12-31,,NULL,"LEGACY TENURE"
Engineering,2007-06-17,,NULL,"LEGACY TENURE"
Engineering,2007-04-16,,NULL,"LEGACY TENURE"
Engineering,2007-08-05,,NULL,"LEGACY TENURE"
Engineering,2004-10-14,,NULL,"LEGACY TENURE"
Engineering,2007-05-09,,NULL,"LEGACY TENURE"
Engineering,2006-04-18,,NULL,"LEGACY TENURE"
Engineering,2018-10-23,2022-09-03,3.8658,"MEDIUM TERM"
Engineering,2003-10-13,,NULL,"LEGACY TENURE"
Engineering,2008-03-22,,NULL,"LEGACY TENURE"
Engineering,2019-10-26,,NULL,"LEGACY TENURE"
Engineering,2001-07-13,2009-02-17,7.6055,"MEDIUM TERM"
Engineering,2016-02-14,,NULL,"LEGACY TENURE"
Engineering,2006-05-05,,NULL,"LEGACY TENURE"
Engineering,2019-04-13,,NULL,"LEGACY TENURE"
Engineering,2011-04-06,,NULL,"LEGACY TENURE"
Engineering,2005-05-03,,NULL,"LEGACY TENURE"
Engineering,2013-01-15,,NULL,"LEGACY TENURE"
Engineering,2014-04-20,,NULL,"LEGACY TENURE"
Engineering,2005-08-11,,NULL,"LEGACY TENURE"
Engineering,2008-05-04,,NULL,"LEGACY TENURE"
Engineering,2003-01-13,,NULL,"LEGACY TENURE"
Engineering,2014-07-06,,NULL,"LEGACY TENURE"
Engineering,2009-11-19,,NULL,"LEGACY TENURE"
Engineering,2014-12-04,,NULL,"LEGACY TENURE"
Engineering,2011-09-14,,NULL,"LEGACY TENURE"
Engineering,2019-02-13,,NULL,"LEGACY TENURE"
Engineering,2011-07-11,,NULL,"LEGACY TENURE"
Engineering,2008-03-12,,NULL,"LEGACY TENURE"
Engineering,2016-04-15,,NULL,"LEGACY TENURE"
Engineering,2010-05-12,,NULL,"LEGACY TENURE"
Engineering,2018-05-05,,NULL,"LEGACY TENURE"
Engineering,2009-01-11,,NULL,"LEGACY TENURE"
Engineering,2018-05-06,,NULL,"LEGACY TENURE"
Engineering,2009-08-04,,NULL,"LEGACY TENURE"
Engineering,2009-01-24,,NULL,"LEGACY TENURE"
Engineering,2019-07-24,,NULL,"LEGACY TENURE"
Engineering,2013-03-19,2029-06-01,16.2137,"LEGACY TENURE"
Engineering,2019-06-03,,NULL,"LEGACY TENURE"
Engineering,2002-03-04,,NULL,"LEGACY TENURE"
Engineering,2005-02-06,2016-09-15,11.6137,"LONG TERM"
Engineering,2019-01-16,2028-07-02,9.4658,"MEDIUM TERM"
Engineering,2011-12-14,,NULL,"LEGACY TENURE"
Engineering,2008-10-12,,NULL,"LEGACY TENURE"
Engineering,2020-08-19,,NULL,"LEGACY TENURE"
Engineering,2012-07-07,,NULL,"LEGACY TENURE"
Engineering,2017-08-21,2023-05-03,5.7014,"MEDIUM TERM"
Engineering,2009-09-02,,NULL,"LEGACY TENURE"
Engineering,2001-03-03,,NULL,"LEGACY TENURE"
Engineering,2010-05-18,,NULL,"LEGACY TENURE"
Engineering,2009-09-03,,NULL,"LEGACY TENURE"
Engineering,2008-02-27,,NULL,"LEGACY TENURE"
Engineering,2004-11-09,,NULL,"LEGACY TENURE"
Engineering,2016-03-24,,NULL,"LEGACY TENURE"
Engineering,2004-08-20,,NULL,"LEGACY TENURE"
Engineering,2006-02-10,,NULL,"LEGACY TENURE"
Engineering,2001-10-05,2019-05-18,17.6274,"LEGACY TENURE"
Engineering,2008-02-21,,NULL,"LEGACY TENURE"
Engineering,2003-11-14,,NULL,"LEGACY TENURE"
Engineering,2007-01-29,,NULL,"LEGACY TENURE"
Engineering,2004-04-30,2018-07-09,14.2000,"LONG TERM"
Engineering,2008-03-20,,NULL,"LEGACY TENURE"
Engineering,2009-06-26,,NULL,"LEGACY TENURE"
Engineering,2002-09-08,,NULL,"LEGACY TENURE"
Engineering,2011-09-03,,NULL,"LEGACY TENURE"
Engineering,2017-01-14,2018-11-17,1.8411,"ENTRY LEVEL"
Engineering,2017-09-12,2028-08-22,10.9507,"LONG TERM"
Engineering,2001-11-30,2012-02-26,10.2466,"MEDIUM TERM"
Engineering,2018-01-06,,NULL,"LEGACY TENURE"
Engineering,2004-10-28,,NULL,"LEGACY TENURE"
Engineering,2013-04-06,2019-02-08,5.8466,"MEDIUM TERM"
Engineering,2014-12-15,,NULL,"LEGACY TENURE"
Engineering,2017-04-09,2037-06-12,20.1890,"LEGACY TENURE"
Engineering,2002-12-30,,NULL,"LEGACY TENURE"
Engineering,2009-09-12,,NULL,"LEGACY TENURE"
Engineering,2016-02-23,2034-04-12,18.1452,"LEGACY TENURE"
Engineering,2006-12-27,,NULL,"LEGACY TENURE"
Engineering,2012-12-02,,NULL,"LEGACY TENURE"
Engineering,2009-12-03,,NULL,"LEGACY TENURE"
Engineering,2012-01-25,,NULL,"LEGACY TENURE"
Engineering,2019-09-25,,NULL,"LEGACY TENURE"
Engineering,2020-10-21,,NULL,"LEGACY TENURE"
Engineering,2004-04-20,2018-03-14,13.9068,"LONG TERM"
Engineering,2018-03-22,,NULL,"LEGACY TENURE"
Engineering,2002-07-24,,NULL,"LEGACY TENURE"
Engineering,2006-04-29,,NULL,"LEGACY TENURE"
Engineering,2004-08-09,,NULL,"LEGACY TENURE"
Engineering,2011-01-22,,NULL,"LEGACY TENURE"
Engineering,2018-12-10,,NULL,"LEGACY TENURE"
Engineering,2003-02-17,,NULL,"LEGACY TENURE"
Engineering,2007-04-30,2011-12-23,4.6521,"MEDIUM TERM"
Engineering,2018-10-27,,NULL,"LEGACY TENURE"
Engineering,2002-06-09,2010-02-14,7.6904,"MEDIUM TERM"
Engineering,2019-03-15,,NULL,"LEGACY TENURE"
Engineering,2016-01-01,,NULL,"LEGACY TENURE"
Engineering,2013-10-31,,NULL,"LEGACY TENURE"
Engineering,2008-09-21,,NULL,"LEGACY TENURE"
Engineering,2013-05-08,,NULL,"LEGACY TENURE"
Engineering,2010-03-18,2017-03-19,7.0082,"MEDIUM TERM"
Engineering,2011-12-01,,NULL,"LEGACY TENURE"
Engineering,2002-07-18,,NULL,"LEGACY TENURE"
Engineering,2012-01-19,,NULL,"LEGACY TENURE"
Engineering,2019-01-25,,NULL,"LEGACY TENURE"
Engineering,2007-08-10,,NULL,"LEGACY TENURE"
Engineering,2016-07-22,2033-06-23,16.9315,"LEGACY TENURE"
Engineering,2010-12-09,,NULL,"LEGACY TENURE"
Engineering,2003-01-18,,NULL,"LEGACY TENURE"
Engineering,2016-02-28,2035-03-13,19.0493,"LEGACY TENURE"
Engineering,2019-08-04,2026-11-21,7.3041,"MEDIUM TERM"
Engineering,2010-03-11,,NULL,"LEGACY TENURE"
Engineering,2011-08-18,,NULL,"LEGACY TENURE"
Engineering,2002-11-15,,NULL,"LEGACY TENURE"
Engineering,2002-01-20,,NULL,"LEGACY TENURE"
Engineering,2012-11-09,2013-09-30,0.8904,"ENTRY LEVEL"
Engineering,2007-10-02,,NULL,"LEGACY TENURE"
Engineering,2020-06-16,,NULL,"LEGACY TENURE"
Engineering,2018-09-01,,NULL,"LEGACY TENURE"
Engineering,2017-05-28,2033-01-11,15.6356,"LEGACY TENURE"
Engineering,2007-06-27,,NULL,"LEGACY TENURE"
Engineering,2001-02-20,2008-12-05,7.7945,"MEDIUM TERM"
Engineering,2005-01-27,,NULL,"LEGACY TENURE"
Engineering,2019-07-17,,NULL,"LEGACY TENURE"
Engineering,2000-12-05,,NULL,"LEGACY TENURE"
Engineering,2019-05-17,,NULL,"LEGACY TENURE"
Engineering,2010-09-30,,NULL,"LEGACY TENURE"
Engineering,2008-06-07,,NULL,"LEGACY TENURE"
Engineering,2002-07-03,,NULL,"LEGACY TENURE"
Engineering,2000-10-28,,NULL,"LEGACY TENURE"
Engineering,2015-04-09,,NULL,"LEGACY TENURE"
Engineering,2019-07-15,,NULL,"LEGACY TENURE"
Engineering,2003-07-13,,NULL,"LEGACY TENURE"
Engineering,2017-11-16,2033-09-16,15.8438,"LEGACY TENURE"
Engineering,2010-02-24,2030-03-21,20.0822,"LEGACY TENURE"
Engineering,2001-03-23,,NULL,"LEGACY TENURE"
Engineering,2010-07-26,,NULL,"LEGACY TENURE"
Engineering,2017-04-12,,NULL,"LEGACY TENURE"
Engineering,2001-08-04,,NULL,"LEGACY TENURE"
Engineering,2010-03-11,,NULL,"LEGACY TENURE"
Engineering,2015-12-08,,NULL,"LEGACY TENURE"
Engineering,2014-06-27,,NULL,"LEGACY TENURE"
Engineering,2016-03-06,,NULL,"LEGACY TENURE"
Engineering,2015-10-25,,NULL,"LEGACY TENURE"
Engineering,2011-01-23,2024-12-07,13.8822,"LONG TERM"
Engineering,2006-01-28,,NULL,"LEGACY TENURE"
Engineering,2004-04-23,,NULL,"LEGACY TENURE"
Engineering,2004-01-16,,NULL,"LEGACY TENURE"
Engineering,2003-10-05,,NULL,"LEGACY TENURE"
Engineering,2009-07-30,,NULL,"LEGACY TENURE"
Engineering,2018-02-28,,NULL,"LEGACY TENURE"
Engineering,2005-05-05,,NULL,"LEGACY TENURE"
Engineering,2010-03-25,2029-03-02,18.9507,"LEGACY TENURE"
Engineering,2019-04-28,,NULL,"LEGACY TENURE"
Engineering,2011-08-27,,NULL,"LEGACY TENURE"
Engineering,2003-10-10,2008-06-30,4.7260,"MEDIUM TERM"
Engineering,2001-05-15,,NULL,"LEGACY TENURE"
Engineering,2018-02-22,2027-02-01,8.9479,"MEDIUM TERM"
Engineering,2004-07-12,,NULL,"LEGACY TENURE"
Engineering,2009-02-24,,NULL,"LEGACY TENURE"
Engineering,2014-02-24,,NULL,"LEGACY TENURE"
Engineering,2009-07-09,,NULL,"LEGACY TENURE"
Engineering,2012-07-28,2016-12-13,4.3808,"MEDIUM TERM"
Engineering,2010-06-16,,NULL,"LEGACY TENURE"
Engineering,2009-10-24,,NULL,"LEGACY TENURE"
Engineering,2003-02-14,,NULL,"LEGACY TENURE"
Engineering,2019-07-26,,NULL,"LEGACY TENURE"
Engineering,2010-07-21,,NULL,"LEGACY TENURE"
Engineering,2008-12-03,2027-11-08,18.9425,"LEGACY TENURE"
Engineering,2013-03-19,,NULL,"LEGACY TENURE"
Engineering,2015-09-29,,NULL,"LEGACY TENURE"
Engineering,2002-04-30,,NULL,"LEGACY TENURE"
Engineering,2007-08-21,,NULL,"LEGACY TENURE"
Engineering,2006-02-02,,NULL,"LEGACY TENURE"
Engineering,2011-09-25,,NULL,"LEGACY TENURE"
Engineering,2002-02-28,,NULL,"LEGACY TENURE"
Engineering,2012-01-31,,NULL,"LEGACY TENURE"
Engineering,2017-10-04,,NULL,"LEGACY TENURE"
Engineering,2019-09-30,,NULL,"LEGACY TENURE"
Engineering,2003-09-15,2020-03-19,16.5205,"LEGACY TENURE"
Engineering,2013-02-12,,NULL,"LEGACY TENURE"
Engineering,2002-05-19,2003-09-01,1.2877,"ENTRY LEVEL"
Engineering,2002-03-06,,NULL,"LEGACY TENURE"
Engineering,2011-10-05,2015-08-22,3.8822,"MEDIUM TERM"
Engineering,2001-01-14,,NULL,"LEGACY TENURE"
Engineering,2001-01-19,2008-07-12,7.4822,"MEDIUM TERM"
Engineering,2014-07-16,,NULL,"LEGACY TENURE"
Engineering,2009-11-13,,NULL,"LEGACY TENURE"
Engineering,2005-01-01,,NULL,"LEGACY TENURE"
Engineering,2017-04-28,,NULL,"LEGACY TENURE"
Engineering,2020-07-28,,NULL,"LEGACY TENURE"
Engineering,2020-08-23,,NULL,"LEGACY TENURE"
Engineering,2019-03-27,,NULL,"LEGACY TENURE"
Engineering,2002-08-03,,NULL,"LEGACY TENURE"
Engineering,2009-04-27,2023-11-17,14.5671,"LONG TERM"
Engineering,2008-12-02,,NULL,"LEGACY TENURE"
Engineering,2020-10-11,,NULL,"LEGACY TENURE"
Engineering,2005-06-23,,NULL,"LEGACY TENURE"
Engineering,2016-07-18,,NULL,"LEGACY TENURE"
Engineering,2016-12-02,,NULL,"LEGACY TENURE"
Engineering,2001-12-23,2012-03-28,10.2685,"MEDIUM TERM"
Engineering,2011-01-20,,NULL,"LEGACY TENURE"
Engineering,2000-12-04,,NULL,"LEGACY TENURE"
Engineering,2003-02-13,2008-06-24,5.3644,"MEDIUM TERM"
Engineering,2002-05-04,,NULL,"LEGACY TENURE"
Engineering,2004-04-13,,NULL,"LEGACY TENURE"
Engineering,2017-02-22,,NULL,"LEGACY TENURE"
Engineering,2002-06-29,2012-08-16,10.1397,"MEDIUM TERM"
Engineering,2010-10-13,2023-04-15,12.5123,"LONG TERM"
Engineering,2010-12-12,,NULL,"LEGACY TENURE"
Engineering,2017-11-11,,NULL,"LEGACY TENURE"
Engineering,2007-08-01,,NULL,"LEGACY TENURE"
Engineering,2006-11-06,,NULL,"LEGACY TENURE"
Engineering,2007-10-31,,NULL,"LEGACY TENURE"
Engineering,2005-05-17,2009-11-03,4.4685,"MEDIUM TERM"
Engineering,2003-02-03,,NULL,"LEGACY TENURE"
Engineering,2018-09-11,,NULL,"LEGACY TENURE"
Engineering,2018-03-18,2023-03-24,5.0192,"MEDIUM TERM"
Engineering,2015-12-02,,NULL,"LEGACY TENURE"
Engineering,2012-06-22,,NULL,"LEGACY TENURE"
Engineering,2001-10-04,,NULL,"LEGACY TENURE"
Engineering,2018-06-03,,NULL,"LEGACY TENURE"
Engineering,2017-01-23,,NULL,"LEGACY TENURE"
Engineering,2020-10-17,,NULL,"LEGACY TENURE"
Engineering,2001-04-04,,NULL,"LEGACY TENURE"
Engineering,2007-12-18,,NULL,"LEGACY TENURE"
Engineering,2009-04-26,,NULL,"LEGACY TENURE"
Engineering,2017-05-29,,NULL,"LEGACY TENURE"
Engineering,2001-07-29,,NULL,"LEGACY TENURE"
Engineering,2019-03-06,2036-10-31,17.6685,"LEGACY TENURE"
Engineering,2002-10-16,,NULL,"LEGACY TENURE"
Engineering,2014-11-04,,NULL,"LEGACY TENURE"
Engineering,2018-08-18,,NULL,"LEGACY TENURE"
Engineering,2013-02-06,,NULL,"LEGACY TENURE"
Engineering,2018-11-29,,NULL,"LEGACY TENURE"
Engineering,2009-06-13,,NULL,"LEGACY TENURE"
Engineering,2003-02-02,2013-07-05,10.4274,"MEDIUM TERM"
Engineering,2013-01-29,,NULL,"LEGACY TENURE"
Engineering,2016-10-16,,NULL,"LEGACY TENURE"
Engineering,2019-08-26,,NULL,"LEGACY TENURE"
Engineering,2006-01-09,,NULL,"LEGACY TENURE"
Engineering,2014-11-08,,NULL,"LEGACY TENURE"
Engineering,2003-03-09,,NULL,"LEGACY TENURE"
Engineering,2011-02-03,2018-06-05,7.3397,"MEDIUM TERM"
Engineering,2017-12-18,,NULL,"LEGACY TENURE"
Engineering,2012-09-26,,NULL,"LEGACY TENURE"
Engineering,2008-06-25,2018-02-10,9.6356,"MEDIUM TERM"
Engineering,2010-03-06,2030-08-03,20.4247,"LEGACY TENURE"
Engineering,2005-10-07,,NULL,"LEGACY TENURE"
Engineering,2004-08-11,,NULL,"LEGACY TENURE"
Engineering,2014-08-06,,NULL,"LEGACY TENURE"
Engineering,2019-12-28,,NULL,"LEGACY TENURE"
Engineering,2004-04-12,,NULL,"LEGACY TENURE"
Engineering,2004-10-08,,NULL,"LEGACY TENURE"
Engineering,2011-05-11,,NULL,"LEGACY TENURE"
Engineering,2013-04-27,,NULL,"LEGACY TENURE"
Engineering,2014-05-01,,NULL,"LEGACY TENURE"
Engineering,2012-11-01,,NULL,"LEGACY TENURE"
Engineering,2003-06-26,2005-10-26,2.3370,"ENTRY LEVEL"
Engineering,2010-12-10,,NULL,"LEGACY TENURE"
Engineering,2007-12-10,,NULL,"LEGACY TENURE"
Engineering,2017-11-22,2022-03-26,4.3425,"MEDIUM TERM"
Engineering,2001-09-30,,NULL,"LEGACY TENURE"
Engineering,2016-08-05,,NULL,"LEGACY TENURE"
Engineering,2007-05-04,,NULL,"LEGACY TENURE"
Engineering,2018-12-02,,NULL,"LEGACY TENURE"
Engineering,2019-05-09,,NULL,"LEGACY TENURE"
Engineering,2016-08-27,,NULL,"LEGACY TENURE"
Engineering,2020-06-30,,NULL,"LEGACY TENURE"
Engineering,2002-01-31,,NULL,"LEGACY TENURE"
Engineering,2004-09-29,,NULL,"LEGACY TENURE"
Engineering,2018-06-20,,NULL,"LEGACY TENURE"
Engineering,2012-05-18,,NULL,"LEGACY TENURE"
Engineering,2001-09-16,,NULL,"LEGACY TENURE"
Engineering,2003-10-25,,NULL,"LEGACY TENURE"
Engineering,2002-12-30,2019-04-27,16.3342,"LEGACY TENURE"
Engineering,2009-01-27,,NULL,"LEGACY TENURE"
Engineering,2012-10-01,,NULL,"LEGACY TENURE"
Engineering,2015-10-07,,NULL,"LEGACY TENURE"
Engineering,2013-12-28,,NULL,"LEGACY TENURE"
Engineering,2020-06-03,2036-12-06,16.5205,"LEGACY TENURE"
Engineering,2000-12-14,2012-03-23,11.2795,"LONG TERM"
